Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,timestamp,days_after_initial,days_after_100
,US,37.0902,-95.7129,3/5/20,217,12,7,3/5/20,43,2
,Vietnam,16,108,3/5/20,16,0,16,3/5/20,42,-100
,West Bank and Gaza,31.9522,35.2332,3/5/20,4,0,0,3/5/20,0,-100
,Afghanistan,33,65,3/6/20,1,0,0,3/6/20,11,-100
,Algeria,28.0339,1.6596,3/6/20,17,0,0,3/6/20,10,-100
,Andorra,42.5063,1.5218,3/6/20,1,0,0,3/6/20,4,-100
,Argentina,-38.4161,-63.6167,3/6/20,2,0,0,3/6/20,3,-100
,Armenia,40.0691,45.0382,3/6/20,1,0,0,3/6/20,5,-100
New South Wales,Australia,-33.8688,151.2093,3/6/20,26,1,4,3/6/20,40,-100
Queensland,Australia,-28.0167,153.4,3/6/20,13,0,8,3/6/20,40,-100
South Australia,Australia,-34.9285,138.6007,3/6/20,7,0,2,3/6/20,40,-100
Tasmania,Australia,-41.4545,145.9707,3/6/20,1,0,0,3/6/20,40,-100
Victoria,Australia,-37.8136,144.9631,3/6/20,10,0,7,3/6/20,40,-100
Western Australia,Australia,-31.9505,115.8605,3/6/20,3,1,0,3/6/20,40,-100
,Austria,47.5162,14.5501,3/6/20,55,0,0,3/6/20,10,-100
,Azerbaijan,40.1431,47.5769,3/6/20,6,0,0,3/6/20,5,-100
,Bahrain,26.0275,50.55,3/6/20,60,0,4,3/6/20,11,-100
,Belarus,53.7098,27.9534,3/6/20,6,0,0,3/6/20,7,-100
,Belgium,50.8333,4,3/6/20,109,0,1,3/6/20,31,0
,Bhutan,27.5142,90.4336,3/6/20,1,0,0,3/6/20,0,-100
,Bosnia and Herzegovina,43.9159,17.6791,3/6/20,2,0,0,3/6/20,1,-100
,Brazil,-14.235,-51.9253,3/6/20,13,0,0,3/6/20,9,-100
,Cambodia,11.55,104.9167,3/6/20,1,0,1,3/6/20,39,-100
,Cameroon,3.848,11.5021,3/6/20,1,0,0,3/6/20,0,-100
Alberta,Canada,53.9333,-116.5765,3/6/20,1,0,0,3/6/20,40,-100
British Columbia,Canada,49.2827,-123.1207,3/6/20,21,0,0,3/6/20,40,-100
Ontario,Canada,51.2538,-85.3232,3/6/20,25,0,0,3/6/20,40,-100
Quebec,Canada,52.9399,-73.5491,3/6/20,2,0,0,3/6/20,40,-100
,Chile,-35.6751,-71.543,3/6/20,4,0,0,3/6/20,3,-100
Anhui,China,31.8257,117.2264,3/6/20,990,6,979,3/6/20,66,66
Beijing,China,40.1824,116.4142,3/6/20,422,8,299,3/6/20,66,66
Chongqing,China,30.0572,107.874,3/6/20,576,6,513,3/6/20,66,66
Fujian,China,26.0789,117.9874,3/6/20,296,1,284,3/6/20,66,66
Gansu,China,37.8099,101.0583,3/6/20,119,2,87,3/6/20,66,66
Guangdong,China,23.3417,113.4244,3/6/20,1352,7,1216,3/6/20,66,66
Guangxi,China,23.8298,108.7881,3/6/20,252,2,217,3/6/20,66,66
Guizhou,China,26.8154,106.8748,3/6/20,146,2,114,3/6/20,66,66
Hainan,China,19.1959,109.7453,3/6/20,168,6,158,3/6/20,66,66
Hebei,China,39.549,116.1306,3/6/20,318,6,305,3/6/20,66,66
Heilongjiang,China,47.862,127.7615,3/6/20,481,13,0,3/6/20,66,66
Henan,China,33.882,113.614,3/6/20,1272,22,0,3/6/20,66,66
Hong Kong,China,22.3,114.2,3/6/20,107,2,46,3/6/20,66,66
Hubei,China,30.9756,112.2707,3/6/20,67592,2931,42033,3/6/20,66,66
Hunan,China,27.6104,111.7088,3/6/20,1018,4,955,3/6/20,66,66
Inner Mongolia,China,44.0935,113.9448,3/6/20,75,1,65,3/6/20,66,66
Jiangsu,China,32.9711,119.455,3/6/20,631,0,594,3/6/20,66,66
Jiangxi,China,27.614,115.7221,3/6/20,935,1,909,3/6/20,66,66
Jilin,China,43.6661,126.1923,3/6/20,93,1,90,3/6/20,66,66
Liaoning,China,41.2956,122.6085,3/6/20,125,1,106,3/6/20,66,66
Macau,China,22.1667,113.55,3/6/20,10,0,10,3/6/20,66,66
Ningxia,China,37.2692,106.1655,3/6/20,75,0,71,3/6/20,66,66
Qinghai,China,35.7452,95.9956,3/6/20,18,0,18,3/6/20,66,66
Shaanxi,China,35.1917,108.8701,3/6/20,245,1,226,3/6/20,66,66
Shandong,China,36.3427,118.1498,3/6/20,758,6,618,3/6/20,66,66
Shanghai,China,31.202,121.4491,3/6/20,342,3,0,3/6/20,66,66
Shanxi,China,37.5777,112.2922,3/6/20,133,0,126,3/6/20,66,66
Sichuan,China,30.6171,102.7103,3/6/20,539,3,442,3/6/20,66,66
Tianjin,China,39.3054,117.323,3/6/20,136,3,128,3/6/20,66,66
Tibet,China,31.6927,88.0924,3/6/20,1,0,1,3/6/20,66,66
Xinjiang,China,41.1129,85.2401,3/6/20,76,3,71,3/6/20,66,66
Yunnan,China,24.974,101.487,3/6/20,174,2,0,3/6/20,66,66
Zhejiang,China,29.1832,120.0934,3/6/20,1215,1,1147,3/6/20,66,66
,Colombia,4.5709,-74.2973,3/6/20,1,0,0,3/6/20,0,-100
,Costa Rica,9.7489,-83.7534,3/6/20,1,0,0,3/6/20,0,-100
,Croatia,45.1,15.2,3/6/20,11,0,0,3/6/20,10,-100
,Diamond Princess,0,0,3/6/20,706,6,40,3/6/20,28,25
,Czechia,49.8175,15.473,3/6/20,18,0,0,3/6/20,5,-100
Faroe Islands,Denmark,61.8926,-6.9118,3/6/20,1,0,0,3/6/20,8,-100
,Denmark,56.2639,9.5018,3/6/20,23,0,1,3/6/20,8,-100
,Dominican Republic,18.7357,-70.1627,3/6/20,2,0,0,3/6/20,5,-100
,Ecuador,-1.8312,-78.1834,3/6/20,13,0,0,3/6/20,5,-100
,Egypt,26,30,3/6/20,15,0,1,3/6/20,21,-100
,Estonia,58.5953,25.0136,3/6/20,10,0,0,3/6/20,8,-100
,Finland,64,26,3/6/20,15,0,1,3/6/20,37,-100
Saint Barthelemy,France,17.9,-62.8333,3/6/20,3,0,0,3/6/20,42,6
,France,46.2276,2.2137,3/6/20,653,9,12,3/6/20,42,6
,Georgia,42.3154,43.3569,3/6/20,4,0,0,3/6/20,9,-100
,Germany,51,9,3/6/20,670,0,17,3/6/20,39,5
,Greece,39.0742,21.8243,3/6/20,45,0,0,3/6/20,9,-100
,Holy See,41.9029,12.4534,3/6/20,1,0,0,3/6/20,0,-100
,Hungary,47.1625,19.5033,3/6/20,2,0,0,3/6/20,2,-100
,Iceland,64.9631,-19.0208,3/6/20,43,0,0,3/6/20,7,-100
,India,21,78,3/6/20,31,0,3,3/6/20,36,-100
,Indonesia,-0.7893,113.9213,3/6/20,4,0,0,3/6/20,4,-100
,Iran,32,53,3/6/20,4747,124,913,3/6/20,16,9
,Iraq,33,44,3/6/20,40,3,0,3/6/20,11,-100
,Ireland,53.1424,-7.6921,3/6/20,18,0,0,3/6/20,6,-100
,Israel,31,35,3/6/20,37,0,2,3/6/20,14,-100
,Italy,43,12,3/6/20,4636,197,523,3/6/20,35,12
,Japan,36,138,3/6/20,420,6,46,3/6/20,44,14
,Jordan,31.24,36.51,3/6/20,1,0,0,3/6/20,3,-100
,South Korea,36,128,3/6/20,6593,42,135,3/6/20,44,15
,Kuwait,29.5,47.75,3/6/20,58,0,0,3/6/20,11,-100
,Latvia,56.8796,24.6032,3/6/20,1,0,0,3/6/20,4,-100
,Lebanon,33.8547,35.8623,3/6/20,22,0,1,3/6/20,14,-100
,Liechtenstein,47.14,9.55,3/6/20,1,0,0,3/6/20,2,-100
,Lithuania,55.1694,23.8813,3/6/20,1,0,0,3/6/20,7,-100
,Luxembourg,49.8153,6.1296,3/6/20,2,0,0,3/6/20,6,-100
,Malaysia,2.5,112.5,3/6/20,83,0,22,3/6/20,41,-100
,Mexico,23.6345,-102.5528,3/6/20,6,0,1,3/6/20,7,-100
,Monaco,43.7333,7.4167,3/6/20,1,0,0,3/6/20,6,-100
,Morocco,31.7917,-7.0926,3/6/20,2,0,0,3/6/20,4,-100
,Nepal,28.1667,84.25,3/6/20,1,0,1,3/6/20,41,-100
,Netherlands,52.1326,5.2913,3/6/20,128,1,0,3/6/20,8,0
,New Zealand,-40.9006,174.886,3/6/20,4,0,0,3/6/20,7,-100
,Nigeria,9.082,8.6753,3/6/20,1,0,0,3/6/20,7,-100
,North Macedonia,41.6086,21.7453,3/6/20,3,0,0,3/6/20,9,-100
,Norway,60.472,8.4689,3/6/20,108,0,0,3/6/20,9,0
,Oman,21,57,3/6/20,16,0,2,3/6/20,11,-100
,Pakistan,30.3753,69.3451,3/6/20,6,0,0,3/6/20,9,-100
,Peru,-9.19,-75.0152,3/6/20,1,0,0,3/6/20,0,-100
,Philippines,13,122,3/6/20,5,1,1,3/6/20,36,-100
,Poland,51.9194,19.1451,3/6/20,5,0,0,3/6/20,2,-100
,Portugal,39.3999,-8.2245,3/6/20,13,0,0,3/6/20,4,-100
,Qatar,25.3548,51.1839,3/6/20,8,0,0,3/6/20,6,-100
,Romania,45.9432,24.9668,3/6/20,9,0,1,3/6/20,9,-100
,Russia,60,90,3/6/20,13,0,2,3/6/20,35,-100
,San Marino,43.9424,12.4578,3/6/20,21,1,0,3/6/20,8,-100
,Saudi Arabia,24,45,3/6/20,5,0,0,3/6/20,4,-100
,Senegal,14.4974,-14.4524,3/6/20,4,0,0,3/6/20,4,-100
,Serbia,44.0165,21.0059,3/6/20,1,0,0,3/6/20,0,-100
,Singapore,1.2833,103.8333,3/6/20,130,0,78,3/6/20,43,6
,Slovakia,48.669,19.699,3/6/20,1,0,0,3/6/20,0,-100
,Slovenia,46.1512,14.9955,3/6/20,7,0,0,3/6/20,1,-100
,South Africa,-30.5595,22.9375,3/6/20,1,0,0,3/6/20,1,-100
,Spain,40,-4,3/6/20,400,5,2,3/6/20,34,4
,Sri Lanka,7,81,3/6/20,1,0,1,3/6/20,39,-100
,Sweden,63,16,3/6/20,101,0,0,3/6/20,35,0
,Switzerland,46.8182,8.2275,3/6/20,214,1,3,3/6/20,10,1
,Taiwan*,23.7,121,3/6/20,45,1,12,3/6/20,44,-100
,Thailand,15,101,3/6/20,48,1,31,3/6/20,44,-100
,Togo,8.6195,0.8248,3/6/20,1,0,0,3/6/20,0,-100
,Tunisia,34,9,3/6/20,1,0,0,3/6/20,2,-100
,Ukraine,48.3794,31.1656,3/6/20,1,0,0,3/6/20,3,-100
,United Arab Emirates,24,54,3/6/20,29,0,5,3/6/20,37,-100
Gibraltar,United Kingdom,36.1408,-5.3536,3/6/20,1,0,0,3/6/20,35,1
,United Kingdom,55.3781,-3.436,3/6/20,163,2,8,3/6/20,35,1
,US,37.0902,-95.7129,3/6/20,262,14,7,3/6/20,44,3
,Vietnam,16,108,3/6/20,16,0,16,3/6/20,43,-100
,West Bank and Gaza,31.9522,35.2332,3/6/20,7,0,0,3/6/20,1,-100
,Afghanistan,33,65,3/7/20,1,0,0,3/7/20,12,-100
,Algeria,28.0339,1.6596,3/7/20,17,0,0,3/7/20,11,-100
,Andorra,42.5063,1.5218,3/7/20,1,0,0,3/7/20,5,-100
,Argentina,-38.4161,-63.6167,3/7/20,8,0,0,3/7/20,4,-100
,Armenia,40.0691,45.0382,3/7/20,1,0,0,3/7/20,6,-100
New South Wales,Australia,-33.8688,151.2093,3/7/20,28,1,4,3/7/20,41,-100
Queensland,Australia,-28.0167,153.4,3/7/20,13,0,8,3/7/20,41,-100
South Australia,Australia,-34.9285,138.6007,3/7/20,7,0,2,3/7/20,41,-100
Tasmania,Australia,-41.4545,145.9707,3/7/20,1,0,0,3/7/20,41,-100
Victoria,Australia,-37.8136,144.9631,3/7/20,11,0,7,3/7/20,41,-100
Western Australia,Australia,-31.9505,115.8605,3/7/20,3,1,0,3/7/20,41,-100
,Austria,47.5162,14.5501,3/7/20,79,0,0,3/7/20,11,-100
,Azerbaijan,40.1431,47.5769,3/7/20,9,0,0,3/7/20,6,-100
,Bahrain,26.0275,50.55,3/7/20,85,0,4,3/7/20,12,-100
,Belarus,53.7098,27.9534,3/7/20,6,0,0,3/7/20,8,-100
,Belgium,50.8333,4,3/7/20,169,0,1,3/7/20,32,1
,Bhutan,27.5142,90.4336,3/7/20,1,0,0,3/7/20,1,-100
,Bosnia and Herzegovina,43.9159,17.6791,3/7/20,3,0,0,3/7/20,2,-100
,Brazil,-14.235,-51.9253,3/7/20,13,0,0,3/7/20,10,-100
,Cambodia,11.55,104.9167,3/7/20,1,0,1,3/7/20,40,-100
,Cameroon,3.848,11.5021,3/7/20,1,0,0,3/7/20,1,-100
Alberta,Canada,53.9333,-116.5765,3/7/20,2,0,0,3/7/20,41,-100
British Columbia,Canada,49.2827,-123.1207,3/7/20,21,0,0,3/7/20,41,-100
Ontario,Canada,51.2538,-85.3232,3/7/20,28,0,0,3/7/20,41,-100
Quebec,Canada,52.9399,-73.5491,3/7/20,3,0,0,3/7/20,41,-100
,Chile,-35.6751,-71.543,3/7/20,4,0,0,3/7/20,4,-100
Anhui,China,31.8257,117.2264,3/7/20,990,6,979,3/7/20,67,67
Beijing,China,40.1824,116.4142,3/7/20,426,8,303,3/7/20,67,67
Chongqing,China,30.0572,107.874,3/7/20,576,6,526,3/7/20,67,67
Fujian,China,26.0789,117.9874,3/7/20,296,1,295,3/7/20,67,67
Gansu,China,37.8099,101.0583,3/7/20,120,2,87,3/7/20,67,67
Guangdong,China,23.3417,113.4244,3/7/20,1352,7,1237,3/7/20,67,67
Guangxi,China,23.8298,108.7881,3/7/20,252,2,218,3/7/20,67,67
Guizhou,China,26.8154,106.8748,3/7/20,146,2,115,3/7/20,67,67
Hainan,China,19.1959,109.7453,3/7/20,168,6,158,3/7/20,67,67
Hebei,China,39.549,116.1306,3/7/20,318,6,307,3/7/20,67,67
Heilongjiang,China,47.862,127.7615,3/7/20,481,13,0,3/7/20,67,67
Henan,China,33.882,113.614,3/7/20,1272,22,0,3/7/20,67,67
Hong Kong,China,22.3,114.2,3/7/20,108,2,51,3/7/20,67,67
Hubei,China,30.9756,112.2707,3/7/20,67666,2959,43500,3/7/20,67,67
Hunan,China,27.6104,111.7088,3/7/20,1018,4,960,3/7/20,67,67
Inner Mongolia,China,44.0935,113.9448,3/7/20,75,1,67,3/7/20,67,67
Jiangsu,China,32.9711,119.455,3/7/20,631,0,606,3/7/20,67,67
Jiangxi,China,27.614,115.7221,3/7/20,935,1,916,3/7/20,67,67
Jilin,China,43.6661,126.1923,3/7/20,93,1,90,3/7/20,67,67
Liaoning,China,41.2956,122.6085,3/7/20,125,1,107,3/7/20,67,67
Macau,China,22.1667,113.55,3/7/20,10,0,10,3/7/20,67,67
Ningxia,China,37.2692,106.1655,3/7/20,75,0,71,3/7/20,67,67
Qinghai,China,35.7452,95.9956,3/7/20,18,0,18,3/7/20,67,67
Shaanxi,China,35.1917,108.8701,3/7/20,245,1,226,3/7/20,67,67
Shandong,China,36.3427,118.1498,3/7/20,758,6,627,3/7/20,67,67
Shanghai,China,31.202,121.4491,3/7/20,342,3,0,3/7/20,67,67
Shanxi,China,37.5777,112.2922,3/7/20,133,0,126,3/7/20,67,67
Sichuan,China,30.6171,102.7103,3/7/20,539,3,454,3/7/20,67,67
Tianjin,China,39.3054,117.323,3/7/20,136,3,128,3/7/20,67,67
Tibet,China,31.6927,88.0924,3/7/20,1,0,1,3/7/20,67,67
Xinjiang,China,41.1129,85.2401,3/7/20,76,3,72,3/7/20,67,67
Yunnan,China,24.974,101.487,3/7/20,174,2,0,3/7/20,67,67
Zhejiang,China,29.1832,120.0934,3/7/20,1215,1,1154,3/7/20,67,67
,Colombia,4.5709,-74.2973,3/7/20,1,0,0,3/7/20,1,-100
,Costa Rica,9.7489,-83.7534,3/7/20,1,0,0,3/7/20,1,-100
,Croatia,45.1,15.2,3/7/20,12,0,0,3/7/20,11,-100
,Diamond Princess,0,0,3/7/20,706,6,40,3/7/20,29,26
,Czechia,49.8175,15.473,3/7/20,19,0,0,3/7/20,6,-100
Faroe Islands,Denmark,61.8926,-6.9118,3/7/20,1,0,0,3/7/20,9,-100
,Denmark,56.2639,9.5018,3/7/20,23,0,1,3/7/20,9,-100
,Dominican Republic,18.7357,-70.1627,3/7/20,2,0,0,3/7/20,6,-100
,Ecuador,-1.8312,-78.1834,3/7/20,13,0,0,3/7/20,6,-100
,Egypt,26,30,3/7/20,15,0,1,3/7/20,22,-100
,Estonia,58.5953,25.0136,3/7/20,10,0,0,3/7/20,9,-100
,Finland,64,26,3/7/20,15,0,1,3/7/20,38,-100
French Guiana,France,3.9339,-53.1258,3/7/20,5,0,0,3/7/20,43,7
Saint Barthelemy,France,17.9,-62.8333,3/7/20,3,0,0,3/7/20,43,7
Martinique,France,14.6415,-61.0242,3/7/20,2,0,0,3/7/20,43,7
,France,46.2276,2.2137,3/7/20,949,11,12,3/7/20,43,7
,Georgia,42.3154,43.3569,3/7/20,4,0,0,3/7/20,10,-100
,Germany,51,9,3/7/20,799,0,18,3/7/20,40,6
,Greece,39.0742,21.8243,3/7/20,46,0,0,3/7/20,10,-100
,Holy See,41.9029,12.4534,3/7/20,1,0,0,3/7/20,1,-100
,Hungary,47.1625,19.5033,3/7/20,4,0,0,3/7/20,3,-100
,Iceland,64.9631,-19.0208,3/7/20,50,0,0,3/7/20,8,-100
,India,21,78,3/7/20,34,0,3,3/7/20,37,-100
,Indonesia,-0.7893,113.9213,3/7/20,4,0,0,3/7/20,5,-100
,Iran,32,53,3/7/20,5823,145,1669,3/7/20,17,10
,Iraq,33,44,3/7/20,54,4,0,3/7/20,12,-100
,Ireland,53.1424,-7.6921,3/7/20,18,0,0,3/7/20,7,-100
,Israel,31,35,3/7/20,43,0,2,3/7/20,15,-100
,Italy,43,12,3/7/20,5883,233,589,3/7/20,36,13
,Japan,36,138,3/7/20,461,6,76,3/7/20,45,15
,Jordan,31.24,36.51,3/7/20,1,0,0,3/7/20,4,-100
,South Korea,36,128,3/7/20,7041,44,135,3/7/20,45,16
,Kuwait,29.5,47.75,3/7/20,61,0,0,3/7/20,12,-100
,Latvia,56.8796,24.6032,3/7/20,1,0,0,3/7/20,5,-100
,Lebanon,33.8547,35.8623,3/7/20,22,0,1,3/7/20,15,-100
,Liechtenstein,47.14,9.55,3/7/20,1,0,0,3/7/20,3,-100
,Lithuania,55.1694,23.8813,3/7/20,1,0,0,3/7/20,8,-100
,Luxembourg,49.8153,6.1296,3/7/20,2,0,0,3/7/20,7,-100
,Malaysia,2.5,112.5,3/7/20,93,0,23,3/7/20,42,-100
,Malta,35.9375,14.3754,3/7/20,3,0,0,3/7/20,0,-100
,Mexico,23.6345,-102.5528,3/7/20,6,0,1,3/7/20,8,-100
,Monaco,43.7333,7.4167,3/7/20,1,0,0,3/7/20,7,-100
,Morocco,31.7917,-7.0926,3/7/20,2,0,0,3/7/20,5,-100
,Nepal,28.1667,84.25,3/7/20,1,0,1,3/7/20,42,-100
,Netherlands,52.1326,5.2913,3/7/20,188,1,0,3/7/20,9,1
,New Zealand,-40.9006,174.886,3/7/20,5,0,0,3/7/20,8,-100
,Nigeria,9.082,8.6753,3/7/20,1,0,0,3/7/20,8,-100
,North Macedonia,41.6086,21.7453,3/7/20,3,0,0,3/7/20,10,-100
,Norway,60.472,8.4689,3/7/20,147,0,0,3/7/20,10,1
,Oman,21,57,3/7/20,16,0,2,3/7/20,12,-100
,Pakistan,30.3753,69.3451,3/7/20,6,0,0,3/7/20,10,-100
,Peru,-9.19,-75.0152,3/7/20,1,0,0,3/7/20,1,-100
,Philippines,13,122,3/7/20,6,1,1,3/7/20,37,-100
,Poland,51.9194,19.1451,3/7/20,5,0,0,3/7/20,3,-100
,Portugal,39.3999,-8.2245,3/7/20,20,0,0,3/7/20,5,-100
,Qatar,25.3548,51.1839,3/7/20,8,0,0,3/7/20,7,-100
,Romania,45.9432,24.9668,3/7/20,9,0,3,3/7/20,10,-100
,Russia,60,90,3/7/20,13,0,2,3/7/20,36,-100
,San Marino,43.9424,12.4578,3/7/20,23,1,0,3/7/20,9,-100
,Saudi Arabia,24,45,3/7/20,5,0,0,3/7/20,5,-100
,Senegal,14.4974,-14.4524,3/7/20,4,0,0,3/7/20,5,-100
,Serbia,44.0165,21.0059,3/7/20,1,0,0,3/7/20,1,-100
,Singapore,1.2833,103.8333,3/7/20,138,0,78,3/7/20,44,7
,Slovakia,48.669,19.699,3/7/20,1,0,0,3/7/20,1,-100
,Slovenia,46.1512,14.9955,3/7/20,7,0,0,3/7/20,2,-100
,South Africa,-30.5595,22.9375,3/7/20,1,0,0,3/7/20,2,-100
,Spain,40,-4,3/7/20,500,10,30,3/7/20,35,5
,Sri Lanka,7,81,3/7/20,1,0,1,3/7/20,40,-100
,Sweden,63,16,3/7/20,161,0,0,3/7/20,36,1
,Switzerland,46.8182,8.2275,3/7/20,268,1,3,3/7/20,11,2
,Taiwan*,23.7,121,3/7/20,45,1,12,3/7/20,45,-100
,Thailand,15,101,3/7/20,50,1,31,3/7/20,45,-100
,Togo,8.6195,0.8248,3/7/20,1,0,0,3/7/20,1,-100
,Tunisia,34,9,3/7/20,1,0,0,3/7/20,3,-100
,Ukraine,48.3794,31.1656,3/7/20,1,0,0,3/7/20,4,-100
,United Arab Emirates,24,54,3/7/20,45,0,7,3/7/20,38,-100
Gibraltar,United Kingdom,36.1408,-5.3536,3/7/20,1,0,0,3/7/20,36,2
,United Kingdom,55.3781,-3.436,3/7/20,206,2,18,3/7/20,36,2
,US,37.0902,-95.7129,3/7/20,402,17,7,3/7/20,45,4
,Vietnam,16,108,3/7/20,18,0,16,3/7/20,44,-100
,West Bank and Gaza,31.9522,35.2332,3/7/20,16,0,0,3/7/20,2,-100
,Afghanistan,33,65,3/8/20,4,0,0,3/8/20,13,-100
,Algeria,28.0339,1.6596,3/8/20,19,0,0,3/8/20,12,-100
,Andorra,42.5063,1.5218,3/8/20,1,0,0,3/8/20,6,-100
,Argentina,-38.4161,-63.6167,3/8/20,12,1,0,3/8/20,5,-100
,Armenia,40.0691,45.0382,3/8/20,1,0,0,3/8/20,7,-100
New South Wales,Australia,-33.8688,151.2093,3/8/20,38,2,4,3/8/20,42,-100
Queensland,Australia,-28.0167,153.4,3/8/20,15,0,8,3/8/20,42,-100
South Australia,Australia,-34.9285,138.6007,3/8/20,7,0,2,3/8/20,42,-100
Tasmania,Australia,-41.4545,145.9707,3/8/20,2,0,0,3/8/20,42,-100
Victoria,Australia,-37.8136,144.9631,3/8/20,11,0,7,3/8/20,42,-100
Western Australia,Australia,-31.9505,115.8605,3/8/20,3,1,0,3/8/20,42,-100
,Austria,47.5162,14.5501,3/8/20,104,0,0,3/8/20,12,0
,Azerbaijan,40.1431,47.5769,3/8/20,9,0,0,3/8/20,7,-100
,Bahrain,26.0275,50.55,3/8/20,85,0,4,3/8/20,13,-100
,Bangladesh,23.685,90.3563,3/8/20,3,0,0,3/8/20,0,-100
,Belarus,53.7098,27.9534,3/8/20,6,0,0,3/8/20,9,-100
,Belgium,50.8333,4,3/8/20,200,0,1,3/8/20,33,2
,Bhutan,27.5142,90.4336,3/8/20,1,0,0,3/8/20,2,-100
,Bosnia and Herzegovina,43.9159,17.6791,3/8/20,3,0,0,3/8/20,3,-100
,Brazil,-14.235,-51.9253,3/8/20,20,0,0,3/8/20,11,-100
,Bulgaria,42.7339,25.4858,3/8/20,4,0,0,3/8/20,0,-100
,Cambodia,11.55,104.9167,3/8/20,2,0,1,3/8/20,41,-100
,Cameroon,3.848,11.5021,3/8/20,2,0,0,3/8/20,2,-100
Alberta,Canada,53.9333,-116.5765,3/8/20,4,0,0,3/8/20,42,-100
British Columbia,Canada,49.2827,-123.1207,3/8/20,27,0,0,3/8/20,42,-100
Ontario,Canada,51.2538,-85.3232,3/8/20,29,0,0,3/8/20,42,-100
Quebec,Canada,52.9399,-73.5491,3/8/20,4,0,0,3/8/20,42,-100
,Chile,-35.6751,-71.543,3/8/20,8,0,0,3/8/20,5,-100
Anhui,China,31.8257,117.2264,3/8/20,990,6,984,3/8/20,68,68
Beijing,China,40.1824,116.4142,3/8/20,428,8,308,3/8/20,68,68
Chongqing,China,30.0572,107.874,3/8/20,576,6,527,3/8/20,68,68
Fujian,China,26.0789,117.9874,3/8/20,296,1,295,3/8/20,68,68
Gansu,China,37.8099,101.0583,3/8/20,124,2,87,3/8/20,68,68
Guangdong,China,23.3417,113.4244,3/8/20,1352,7,1256,3/8/20,68,68
Guangxi,China,23.8298,108.7881,3/8/20,252,2,223,3/8/20,68,68
Guizhou,China,26.8154,106.8748,3/8/20,146,2,117,3/8/20,68,68
Hainan,China,19.1959,109.7453,3/8/20,168,6,159,3/8/20,68,68
Hebei,China,39.549,116.1306,3/8/20,318,6,307,3/8/20,68,68
Heilongjiang,China,47.862,127.7615,3/8/20,481,13,0,3/8/20,68,68
Henan,China,33.882,113.614,3/8/20,1272,22,0,3/8/20,68,68
Hong Kong,China,22.3,114.2,3/8/20,114,3,58,3/8/20,68,68
Hubei,China,30.9756,112.2707,3/8/20,67707,2986,45235,3/8/20,68,68
Hunan,China,27.6104,111.7088,3/8/20,1018,4,968,3/8/20,68,68
Inner Mongolia,China,44.0935,113.9448,3/8/20,75,1,70,3/8/20,68,68
Jiangsu,China,32.9711,119.455,3/8/20,631,0,612,3/8/20,68,68
Jiangxi,China,27.614,115.7221,3/8/20,935,1,919,3/8/20,68,68
Jilin,China,43.6661,126.1923,3/8/20,93,1,90,3/8/20,68,68
Liaoning,China,41.2956,122.6085,3/8/20,125,1,109,3/8/20,68,68
Macau,China,22.1667,113.55,3/8/20,10,0,10,3/8/20,68,68
Ningxia,China,37.2692,106.1655,3/8/20,75,0,71,3/8/20,68,68
Qinghai,China,35.7452,95.9956,3/8/20,18,0,18,3/8/20,68,68
Shaanxi,China,35.1917,108.8701,3/8/20,245,1,227,3/8/20,68,68
Shandong,China,36.3427,118.1498,3/8/20,758,6,642,3/8/20,68,68
Shanghai,China,31.202,121.4491,3/8/20,342,3,0,3/8/20,68,68
Shanxi,China,37.5777,112.2922,3/8/20,133,0,126,3/8/20,68,68
Sichuan,China,30.6171,102.7103,3/8/20,539,3,464,3/8/20,68,68
Tianjin,China,39.3054,117.323,3/8/20,136,3,128,3/8/20,68,68
Tibet,China,31.6927,88.0924,3/8/20,1,0,1,3/8/20,68,68
Xinjiang,China,41.1129,85.2401,3/8/20,76,3,73,3/8/20,68,68
Yunnan,China,24.974,101.487,3/8/20,174,2,0,3/8/20,68,68
Zhejiang,China,29.1832,120.0934,3/8/20,1215,1,1161,3/8/20,68,68
,Colombia,4.5709,-74.2973,3/8/20,1,0,0,3/8/20,2,-100
,Costa Rica,9.7489,-83.7534,3/8/20,5,0,0,3/8/20,2,-100
,Croatia,45.1,15.2,3/8/20,12,0,0,3/8/20,12,-100
,Diamond Princess,0,0,3/8/20,706,6,40,3/8/20,30,27
,Czechia,49.8175,15.473,3/8/20,31,0,0,3/8/20,7,-100
Faroe Islands,Denmark,61.8926,-6.9118,3/8/20,2,0,0,3/8/20,10,-100
,Denmark,56.2639,9.5018,3/8/20,35,0,1,3/8/20,10,-100
,Dominican Republic,18.7357,-70.1627,3/8/20,5,0,0,3/8/20,7,-100
,Ecuador,-1.8312,-78.1834,3/8/20,14,0,0,3/8/20,7,-100
,Egypt,26,30,3/8/20,49,1,1,3/8/20,23,-100
,Estonia,58.5953,25.0136,3/8/20,10,0,0,3/8/20,10,-100
,Finland,64,26,3/8/20,23,0,1,3/8/20,39,-100
French Guiana,France,3.9339,-53.1258,3/8/20,5,0,0,3/8/20,44,8
Saint Barthelemy,France,17.9,-62.8333,3/8/20,3,0,0,3/8/20,44,8
Martinique,France,14.6415,-61.0242,3/8/20,2,0,0,3/8/20,44,8
